id,code,name,note,account_type,reconcile,chart_template_id:id
account_template_21402000001,2.1.4.02.000001,PARCELAMENTO ICMS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000011,2.1.4.02.000011,(-) JUROS A APROPRIAR S/ PARCELAMENTO DE ICMS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000012,2.1.4.02.000012,(-) MULTA A APROPRIAR S/ PARCELAMENTO ICMS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000013,2.1.4.02.000013,(-) DESPESAS C/ HONORARIOS ADVOCATICIOS A APROPRIAR S/ PARCELAMENTO DO ICMS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000021,2.1.4.02.000021,(-) JUROS A APROPRIAR S/ PARCELAMENTO DO SIMPLES NACIONAL,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000022,2.1.4.02.000022,(-) MULTA A APROPRIAR S/ PARCELAMENTO DO SIMPLES NACIONAL,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000023,2.1.4.02.000023,(-) ENCARGOS LEGAIS A APROPRIAR S/ PARCELAMENTO DO SIMPLES NACIONAL,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000031,2.1.4.02.000031,(-) JUROS A APROPRIAR S/ PARCELAMENTO DOS TRIBUTOS FEDERAIS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000032,2.1.4.02.000032,(-) MULTA A APROPRIAR S/ PARCELAMENTO DOS TRIBUTOS FEDERAIS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21402000033,2.1.4.02.000033,(-) ENCARGOS LEGAIS A APROPRIAR S/ PARCELAMENTO DOS TRIBUTOS FEDERAIS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21501000001,2.1.5.01.000001,SALÁRIOS E ORDENADOS A PAGAR,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21501000002,2.1.5.01.000002,PRÓ-LABORE A PAGAR,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21501000003,2.1.5.01.000003,GRATIFICAÇÕES A PAGAR,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21501000004,2.1.5.01.000004,SALÁRIOS E ORDENADOS A PAGAR (CLOUDSAVE),,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21502000001,2.1.5.02.000001,INSS A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21502000002,2.1.5.02.000002,FGTS A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21502000003,2.1.5.02.000003,INSS A RECOLHER (CLOUDSAVE),,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21502000004,2.1.5.02.000004,PIS S/ FOLHA A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21503000001,2.1.5.03.000001,PROVISÕES PARA FÉRIAS,,liability_current,0,l10n_br_coa_saveincloud_chart_template
